Drug_Type,Name,Batch_No,Description,Stock,Manufacturing_Date,Expiration_Date,Price,Category
LAUHA,Navayasa Lauha,,100 gms.,,,,113.27,
LAUHA,Saptamrita Lauha,,10 gms.,,,,13.84,
LAUHA,Saptamrita Lauha,,100 gms.,,,,93.02,
LAUHA,Shilajatvadi Lauha,,10 gms.,,,,17.25,
LAUHA,Shilajatvadi Lauha,,100 gms.,,,,127.04,
LAUHA,Vidangadya Lauha,,10 gms.,,,,16.04,
LAUHA,Vidangadya Lauha,,100 gms.,,,,114.94,
LAUQ,Lauq-e-Khashkhaash,,100 gm.,,,,39.39,
LAUQ,Lauq-e-Khiarshambar,,100 gm.,,,,22.76,
LAUQ,Lauq-e-Sapistan,,100 gm.,,,,22.74,
LEPA,Dadrughan Lepa,,10 gms.,,,,14.58,
LEPA,Dadrughan Lepa,,100 gms.,,,,100.38,
LEPA,Dashanga Lepa,,50 gms.,,,,51.82,
LEPA,Dashanga Lepa,,500 gms.,,,,441.46,
LEPA,Lepagutika,,10 gms.,,,,24.11,
LEPA,Lepagutika,,100 gms.,,,,195.73,
MAJOON,Anoshdaru,,100 gm.,,,,146.18,
MAJOON,Dawa-ul-Misk Motadil Sada,,100 gm.,,,,129.32,
MAJOON,Majoon Arad Khurma,,100 gm.,,,,40.3,
MAJOON,Majoon Azaraqi,,100 gm.,,,,44.97,
MAJOON,Majoon Chobchini,,100 gm.,,,,50.36,
MAJOON,Majoon Dabeed-ul-Ward,,100 gm.,,,,110.02,
MAJOON,Majoon Falasifa,,100 gm.,,,,54.45,
MAJOON,Majoon Hajrul Yahood,,100 gm.,,,,33.9,
MAJOON,Majoon Ispand Sokhatani,,100 gm.,,,,36.96,
MAJOON,Majoon Jograj Gugal,,100 gm.,,,,55.68,
MAJOON,Majoon Kundur,,100 gm.,,,,59.6,
MAJOON,Majoon Najah,,100 gm.,,,,33.67,
MAJOON,Majoon Piyaz,,100 gm.,,,,78.86,
MAJOON,Majoon Rahul Momineen,,100 gm.,,,,39.3,
MAJOON,Majoon Suparipak,,100 gm.,,,,83.72,
MAJOON,Majoon Suranjan,,100 gm.,,,,33.63,
MAJOON,Majoon Ushba,,100 gm.,,,,35.32,
MAJOON,Majoon Zabeeb,,100 gm.,,,,43.05,
MAJOON,Majoon-e-Masik-ul-Baul,,100 gm.,,,,42.48,
MAJOON,Majoon-e-Nankhwah,,100 gm.,,,,34.42,
MAJOON,Tiryaq-e-Arba,,100 gm.,,,,179.65,
MAJOON,Tiryaq-e-Nazla,,100 gm.,,,,40.86,
MANDOOR,Punarnavadi Mandoor,,10 gms.,,,,12.8,
MANDOOR,Punarnavadi Mandoor,,100 gms.,,,,82.55,
MANDOOR,Punarnavadi Mandoor,,60 T/C,,,,46.37,
MARHAM,Marham Kafoor,,50 gm.,,,,32.66,
MARHAM,Marham Quba,,50 gm.,,,,57.29,
New Product,Draksha Avaleha,,300 gms.,,,,170.4,
New Product,Draksharista,,200 ml.,,,,49.91,
New Product,Draksharista,,400 ml.,,,,100.97,
New Product,Habb-e-Aasab,,30 pill.,,,,7.99,
New Product,Habb-e-Aasab,,1000 pill.,,,,101.18,
New Product,Habb-e-Asgand,,30 pill.,,,,13.05,
New Product,Habb-e-Asgand,,1000 pill.,,,,198.97,
New Product,Habb-e-Banafsa,,30 pill.,,,,31.84,
New Product,Habb-e-Banafsa,,1000 pill.,,,,825.17,
New Product,Habb-e-Bawaseer Damiya,,30 pill.,,,,20.96,
New Product,Habb-e-Bawaseer Damiya,,1000 pill.,,,,462.61,
New Product,Habb-e-Hilteet,,30 pill.,,,,23.58,
New Product,Habb-e-Hilteet,,1000 pill.,,,,549.83,
New Product,Habb-e-Karanjawa,,30 pill.,,,,12.38,
New Product,Habb-e-Karanjawa,,1000 pill.,,,,179.4,
New Product,Habb-e-Mubarak,,30 pill.,,,,10.55,
New Product,Habb-e-Mubarak,,1000 pill.,,,,112,
New Product,Habb-e-Surfa Atfal,,30 pill.,,,,10.17,
New Product,Habb-e-Surfa Atfal,,1000 pill.,,,,162.97,
New Product,Halwa-e-Gheekwar,,100 gm.,,,,34.22,
New Product,Indukant Ghrita,,300 gms.,,,,366.43,
New Product,Kushta-e-Hajrul Yahood,,10 gm.,,,,14.09,
New Product,Laboob-e-Sagheer,,100 gm.,,,,46.64,
New Product,Majoon-e-Muqawwi Raham,,100 gm.,,,,38.52,
New Product,Majoon-e-Sangdanae Murg,,100 gm.,,,,33.88,
New Product,Marham Gulabi,,50 gm.,,,,79.38,
New Product,Marham Kharish Jadeed,,50 gm.,,,,28.8,
New Product,Marham Safaid Kafoori,,50 gm.,,,,26.96,
New Product,Qurs-e-Anjabar,,30 pill.,,,,20.75,
New Product,Qurs-e-Anjabar,,1000 pill.,,,,435.4,
New Product,Qurs-e-Habis,,30 pill.,,,,16.79,
New Product,Qurs-e-Habis,,1000 pill.,,,,309.75,
New Product,Qurs-e-Ziabetus Khas,,30 pill.,,,,16.94,
New Product,Qurs-e-Ziabetus Khas,,1000 pill.,,,,314.57,
New Product,Raughan Ahmar,,50 ml.,,,,81,
New Product,Raughan Suranjan,,50 ml.,,,,96.35,
New Product,Safoof Bars,,50 gm.,,,,59.19,
New Product,Safoof Hazim,,50 gm.,,,,32.94,
New Product,Safoof Kakara-singhi,,50 gm.,,,,86.31,
New Product,Safoof Muhazzil,,50 gm.,,,,39.3,
New Product,Safoof Mushil,,50 gm.,,,,55.9,
New Product,Safoof Shaikh-ur-Rais,,50 gm.,,,,36.6,
New Product,Safoof Surkh,,50 gm.,,,,17.3,
New Product,Safoof Tabkheer,,50 gm.,,,,94.82,
New Product,Shikanjbeen Bazoori Motadil,,200 ml.,,,,53.33,
New Product,Triyak-e-Pechish,,50 gm.,,,,27.7,
New Product,Zimmad-e-Mohallil,,50 gm.,,,,49.24,
OTHER,Sanun Mukharije Ratubat,,50 gm.,,,,117.33,
OTHER,Sanun Mukharije Ratubat,,1 Kg.,,,,2186.4,
OTHER,Zaroore Qula,,10 gm.,,,,20.13,
OTHER,Zaroore Qula,,1 Kg.,,,,1496.6,
PARPATI,Panchamrita Parpati,,5 gms.,,,,31.79,
PARPATI,Panchamrita Parpati,,100 gms.,,,,532.3,
PARPATI,Shvet Parpati,,10 gms.,,,,8.78,
PARPATI,Shvet Parpati,,100 gms.,,,,42.35,
PISHTI,Akikpishti,,5 gms.,,,,7.35,
PISHTI,Akikpishti,,100 gms.,,,,43.39,
PISHTI,Muktapishti,,2 gms.,,,,21.86,
PISHTI,Muktapishti,,5 gms.,,,,46.11,
PISHTI,Muktapishti,,10 gms.,,,,86.41,
PISHTI,Pravalpishti,,5 gms.,,,,81.16,
PISHTI,Pravalpishti,,100 gms.,,,,1519.75,
PISHTI,Pravalpishti,,30 T/C,,,,128.55,
PISHTI,Sangeyahoodpishti,,5 gms.,,,,9.87,
PISHTI,Sangeyahoodpishti,,100 gms.,,,,93.76,
PISHTI,Trinkantmanipishti,,5 gms.,,,,15.9,
Patent Medicines,Ayush- 64,,40 cap.,,,,76.9,
Patent Medicines,Ayush- 64,,1000 cap.,,,,1717.93,
Patent Medicines,M. Brahmi Rasayan(Avaleha),,100 gms.(J),,,,31.29,
Patent Medicines,M. Sarpagandha Mishran,,40 T/C,,,,15.49,
Patent Medicines,M. Sarpagandha Mishran,,1000 T/C,,,,211.95,
Patent Medicines,M. Shankhapushpi (Syp.),,100 ml.,,,,23.97,
Patent Medicines,M. Shankhapushpi (Syp.),,200 ml.,,,,45.57,
Patent Medicines,M. Shankhapushpi (Syp.),,450 ml.,,,,101.88,
Patent Medicines,M. Sudarshanghan Vati,,5 gms.,,,,27.56,
Patent Medicines,M. Sudarshanghan Vati,,100 gms.,,,,447.66,
Patent Medicines,M. Svadishta Virechan Choorna,,50 gms.,,,,18.42,
Patent Medicines,M. Svadishta Virechan Choorna,,1 Kg.,,,,208.22,
Patent Medicines,M. Tribhuvanmishran,,40 T/C,,,,31.72,
Patent Medicines,M. Tribhuvanmishran,,1000 T/C,,,,617.86,
Patent Medicines,M. Vasaco (Syrup),,100 ml.,,,,16.85,
Patent Medicines,M. Vasaco (Syrup),,200 ml.,,,,31.33,
Patent Medicines,M. Vasaco (Syrup),,450 ml.,,,,69.85,
Patent Medicines,M.Liv (Syrup),,100 ml.,,,,17.39,
Patent Medicines,M.Liv (Syrup),,200 ml.,,,,32.41,
Patent Medicines,M.Liv (Syrup),,450 ml.,,,,72.28,
Patent Medicines,M.Liv (Tablet/Capsule),,40 T/C,,,,15.55,
Patent Medicines,M.Liv (Tablet/Capsule),,1000 T/C,,,,213.62,
RASA,Anandbhairava Rasa,,5 gms.,,,,15.62,
RASA,Anandbhairava Rasa,,100 gms.,,,,208.77,
RASA,Arsha Kuthar Rasa,,5 gms.,,,,11.2,
RASA,Arsha Kuthar Rasa,,10 gms.,,,,16.58,
RASA,Arsha Kuthar Rasa,,100 gms.,,,,120.41,
RASA,Chandramrita Rasa,,5 gms.,,,,11.64,
RASA,Chandramrita Rasa,,100 gms.,,,,129.3,
RASA,Ekangavira Rasa,,2 gms.,,,,11.42,
RASA,Ekangavira Rasa,,5 gms.,,,,20,
RASA,Ekangavira Rasa,,100 gms.,,,,296.54,
RASA,Hydayarnava Rasa,,2 gms.,,,,11.13,
RASA,Hydayarnava Rasa,,5 gms.,,,,19.3,
RASA,Hydayarnava Rasa,,100 gms.,,,,282.85,
RASA,Kamdugha Rasa(Jvar),,5 gms.,,,,9.67,
RASA,Kamdugha Rasa(Jvar),,100 gms.,,,,89.9,
RASA,Kamdugha Rasa(Muktayukt),,5 gms.,,,,25.72,
RASA,Kamdugha Rasa(Muktayukt),,100 gms.,,,,410.81,
RASA,Krimimudgar Rasa,,5 gms.,,,,12.11,
RASA,Krimimudgar Rasa,,100 gms.,,,,138.61,
RASA,Laghu Malini Vasanta Rasa,,5 gms.,,,,22.23,
RASA,Laghu Malini Vasanta Rasa,,100 gms.,,,,340.95,
RASA,Laghu Sutashekhara Rasa,,5 gms.,,,,10.26,
RASA,Laghu Sutashekhara Rasa,,100 gms.,,,,101.63,
RASA,Lakshmivilasa Rasa(Nardiya),,5 gms.,,,,16.38,
RASA,Lakshmivilasa Rasa(Nardiya),,100 gms.,,,,223.97,
RASA,Mritunjaya Rasa,,5 gms.,,,,33,
RASA,Mritunjaya Rasa,,100 gms.,,,,556.39,
RASA,Navjivan Rasa,,5 gms.,,,,39.12,
RASA,Navjivan Rasa,,100 gms.,,,,678.94,
RASA,Nityodit Rasa,,10 gms.,,,,19.75,
RASA,Nityodit Rasa,,100 gms.,,,,152.05,
RASA,Praval Panchamrita Rasa,,2 gms.,,,,7.08,
RASA,Praval Panchamrita Rasa,,5 gms.,,,,9.15,
RASA,Shirashuladri Vajra Rasa,,5 gms.,,,,15.41,
RASA,Shirashuladri Vajra Rasa,,100 gms.,,,,204.62,
RASA,Shringarabhra Rasa,,5 gms.,,,,11.33,
RASA,Shringarabhra Rasa,,100 gms.,,,,122.95,
RASA,Smritisagar Rasa,,5 gms.,,,,25.47,
RASA,Smritisagar Rasa,,100 gms.,,,,405.89,
RASA,Sutashekhara Rasa,,5 gms.,,,,13.77,
RASA,Sutashekhara Rasa,,100 gms.,,,,171.78,
RASA,Swaskuthara Rasa,,5 gms.,,,,16.06,
RASA,Swaskuthara Rasa,,100 gms.,,,,217.72,
RASA,Tribhuvankirti Rasa,,5 gms.,,,,14.9,
RASA,Tribhuvankirti Rasa,,100 gms.,,,,194.49,
RASA,Vata Vidhvamsana Rasa,,5 gms.,,,,21.45,
RASA,Vata Vidhvamsana Rasa,,100 gms.,,,,325.54,
RAUGHAN,Raughan -e- Baize-e-Murgh,,100 ml.,,,,251.2,
RAUGHAN,Raughan-e-Amla,,50 ml.,,,,26.04,
RAUGHAN,Raughan-e-Amla,,100 ml.,,,,48.37,
RAUGHAN,Raughan-e-Babuna(Sada),,50 ml.,,,,23.95,
RAUGHAN,Raughan-e-Laboob-e-Saba,,50 ml.,,,,156.72,
RAUGHAN,Raughan-e-Surkh,,25 ml.,,,,33.57,
RAUGHAN,Raughan-e-Surkh,,50 ml.,,,,61,
RAUGHAN,Raughan-e-Turb,,5 ml.,,,,7.5,
SAFOOF,Safoof Chutaki,,50 gm.,,,,31.11,
SHARBAT,Sharbat Buzoori Motadil,,200 ml.,,,,56,
SHARBAT,Sharbat Sadar,,200 ml.,,,,83.78,
SHARBAT,Sharbat-e-Anjabar,,200 ml.,,,,35.02,
SHARBAT,Sharbat-e-Deenar,,200 ml.,,,,83.89,
SHARBAT,Sharbat-e-Khaksi,,200 ml.,,,,41.23,
SHARBAT,Sharbat-e-Unnab,,200 ml.,,,,45.05,
SHARBAT,Sharbat-e-Zufa Murakkab,,200 ml.,,,,58,
SHUDDHA DRAVYA,Shuddha Gandhak,,5 gms.,,,,6.52,
SHUDDHA DRAVYA,Shuddha Narsar(Choorna),,10 gms.,,,,7.25,
SHUDDHA DRAVYA,Shuddha Narsar(Choorna),,1 Kg.,,,,210.15,
SHUDDHA DRAVYA,Shuddha Silajatu,,10 gms.,,,,22.5,
SHUDDHA DRAVYA,Shuddha Silajatu,,50 gms.,,,,95.16,
TAILA,Anu Taila,,10 ml.,,,,13.73,
TAILA,Anu Taila,,3 ml.,,,,7.45,
TAILA,Anu Taila,,450 ml.,,,,418.4,
TAILA,Apamargakshar Taila,,10 ml.,,,,10.38,
TAILA,Apamargakshar Taila,,50 ml.,,,,32.29,
TAILA,Arimedadi Taila,,10 ml.,,,,19.85,
TAILA,Balaguduchydi Taila,,50 ml.,,,,31,
TAILA,Balaguduchydi Taila,,450 ml.,,,,256.41,
TAILA,Balashvagandhalaksadi Taila,,50 ml.,,,,54.3,
TAILA,Balashvagandhalaksadi Taila,,450 ml.,,,,466.03,
TAILA,Balashvagandhalaksadi Taila,,1 ltr,,,,1034.96,
TAILA,Bhringaraja Taila,,50 ml.,,,,42.26,
TAILA,Br. Guduchi Taila,,50 ml.,,,,59.7,
TAILA,Br. Guduchi Taila,,450 ml.,,,,514.71,
TAILA,Br.Marichadya Taila,,50 ml.,,,,18.6,
TAILA,Br.Marichadya Taila,,450 ml.,,,,144.77,
TAILA,Br.Saindhavadya Taila,,50 ml.,,,,43.68,
TAILA,Br.Saindhavadya Taila,,450 ml.,,,,370.45,
TAILA,Chandanabalakshadi Taila,,50 ml.,,,,58.97,
TAILA,Chandanabalakshadi Taila,,450 ml.,,,,508.11,
TAILA,Dhanvantara Taila,,50 ml.,,,,70.34,
TAILA,Dhanvantara Taila,,450 ml.,,,,610.39,
TAILA,Dhutturadi Taila,,50 ml.,,,,35.6,
TAILA,Erand Taila,,50 ml.,,,,24.67,
TAILA,Erand Taila,,450 ml.,,,,199.4,
TAILA,Gandharvahasta Taila,,50 ml.,,,,51.6,
TAILA,Jatyadi (Ker)Taila,,50 ml.,,,,31.7,
TAILA,Jatyadi (Ker)Taila,,450 ml.,,,,262.2,
TAILA,Jatyadi Til Taila,,50 ml.,,,,22.04,
TAILA,Jatyadi Til Taila,,450 ml.,,,,175.76,
TAILA,Kasisadya Taila (Br.),,25 ml.,,,,18.43,
TAILA,Kshirabala Taila (Ekapaki),,50 ml.,,,,31.16,
TAILA,Kshirabala Taila (Ekapaki),,450 ml.,,,,257.85,
TAILA,Kushtharakshas Taila,,50 ml.,,,,37.88,
TAILA,Laghuvishagarbha Taila,,50 ml.,,,,23.76,
TAILA,Laghuvishagarbha Taila,,450 ml.,,,,191.18,
TAILA,Madhuyashtyadi Taila,,50 ml.,,,,64.3,
TAILA,Madhuyashtyadi Taila,,450 ml.,,,,556.1,
TAILA,Maha Narayana Taila,,50 ml.,,,,136.8,
TAILA,Maha Narayana Taila,,100 ml.,,,,269.89,
TAILA,Maha Narayana Taila,,450 ml.,,,,1208.53,
TAILA,Mahamasha Taila(Samisha),,50 ml.,,,,83.39,
TAILA,Mahamasha Taila(Samisha),,450 ml.,,,,727.88,
TAILA,Neelibhringyadi (Tila) Taila,,50 ml.,,,,56,
TAILA,Neelibhringyadi (Tila) Taila,,450 ml.,,,,459,
TAILA,Neelibhringyadi Ker Taila,,50 ml.,,,,66.62,
TAILA,Neelibhringyadi Ker Taila,,450 ml.,,,,576.96,
TAILA,Nirgundi Taila,,10 ml.,,,,9.35,
TAILA,Nirgundi Taila,,450 ml.,,,,222.07,
TAILA,Panchaguna Taila,,50 ml.,,,,32.67,
TAILA,Panchaguna Taila,,450 ml.,,,,271.45,
TAILA,Pinda Taila,,50 ml.,,,,19.08,
TAILA,Pinda Taila,,450 ml.,,,,149.07,
TAILA,Shadbindu Taila,,10 ml.,,,,10.81,
TAILA,Shadbindu Taila,,50 ml.,,,,34.45,
TAILA,Shadbindu Taila,,100 ml.,,,,65.22,
TAILA,Tuvaraka Taila(Chalmogra),,25 ml.,,,,51.2,
VARTI,Chandrodaya Varti,,5 gms.,,,,15.85,
VATI & GUTIKA,Agnitundi Vati,,5 gms.,,,,11.17,
VATI & GUTIKA,Agnitundi Vati,,500 gms.,,,,572.88,
VATI & GUTIKA,Arogyavardhini Gutika,,10 gms.,,,,21.65,
VATI & GUTIKA,Arogyavardhini Gutika,,500 gms.,,,,828.79,
VATI & GUTIKA,Chandraprabha Vati,,10 gms.,,,,18.77,
VATI & GUTIKA,Chandraprabha Vati,,500 gms.,,,,685.17,
VATI & GUTIKA,Chandraprabha Vati,,240 Tab.,,,,89.53,
VATI & GUTIKA,Chitrakadi Gutika,,10 gms.,,,,11.91,
VATI & GUTIKA,Chitrakadi Gutika,,500 gms.,,,,342.1,
VATI & GUTIKA,Chitrakadi Gutika,,30 pills.,,,,17.18,
VATI & GUTIKA,Eladi Gutika,,10 gms.,,,,12.83,
VATI & GUTIKA,Eladi Gutika,,500 gms.,,,,387.91,
VATI & GUTIKA,Gandhaka Vati,,10 gms.,,,,19.54,
VATI & GUTIKA,Gandhaka Vati,,500 gms.,,,,723.65,
VATI & GUTIKA,Kankayan Gutika,,10 gms.,,,,14.22,
VATI & GUTIKA,Kankayan Gutika,,500 gms.,,,,457.27,
VATI & GUTIKA,Khadiradi Gutika (Mukhrog),,10 gms.,,,,24.11,
VATI & GUTIKA,Khadiradi Gutika (Mukhrog),,500 gms.,,,,951.87,
VATI & GUTIKA,Khadiradi Gutika(Kasa),,10 gms.,,,,23.94,
VATI & GUTIKA,Khadiradi Gutika(Kasa),,500 gms.,,,,943.5,
VATI & GUTIKA,Lasunadi Vati,,10 gms.,,,,15.3,
VATI & GUTIKA,Lasunadi Vati,,500 gms.,,,,511.32,
VATI & GUTIKA,Lavangadi Vati,,10 gms.,,,,17.77,
VATI & GUTIKA,Lavangadi Vati,,500 gms.,,,,634.94,
VATI & GUTIKA,Lavangadi Vati,,60 Tab.,,,,10.32,
VATI & GUTIKA,Mahashankha Vati,,5 gms.,,,,14.19,
VATI & GUTIKA,Mahashankha Vati,,500 gms.,,,,874.61,
VATI & GUTIKA,Pranda Gutika,,10 gms.,,,,12.76,
VATI & GUTIKA,Pranda Gutika,,500 gms.,,,,384.64,
VATI & GUTIKA,Rajah Pravartini Vati,,5 gms.,,,,10.3,
VATI & GUTIKA,Rajah Pravartini Vati,,100 gms.,,,,102.54,
VATI & GUTIKA,Sanjiwani Vati,,5 gms.,,,,9.31,
VATI & GUTIKA,Sanjiwani Vati,,500 gms.,,,,386.84,
VATI & GUTIKA,Sansamani Vati,,5 gms.,,,,8.75,
VATI & GUTIKA,Sansamani Vati,,100 gms.,,,,71.48,
VATI & GUTIKA,Shankh Vati,,5 gms.,,,,11.91,
VATI & GUTIKA,Shankh Vati,,500 gms.,,,,646.75,
VATI & GUTIKA,Sharivadi Vati,,10 gms.,,,,17.48,
VATI & GUTIKA,Sharivadi Vati,,100 gms.,,,,129.5,
VATI & GUTIKA,Vishmushtika Vati,,5 gms.,,,,12.71,
VATI & GUTIKA,Vishmushtika Vati,,100 gms.,,,,150.65,
VATI & GUTIKA,Vishtinduk Vati,,5 gms.,,,,9.18,
VATI & GUTIKA,Vishtinduk Vati,,100 gms.,,,,80.07,
VATI & GUTIKA,Vyoshadi Vati,,10 gms.,,,,11.04,
VATI & GUTIKA,Vyoshadi Vati,,100 gms.,,,,65.03,
